data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8037708,854,BFO104,104,27-May-08,2008,1,Battles,Armed clash,Fula Ethnic Militia (Burkina Faso),,4,Lobi Ethnic Militia (Burkina Faso),,4,44,Western Africa,Burkina Faso,Sud-Ouest,Poni,Perigban,Poni,10.25,-3.4167,2,Le Pays,National,"In a dispute over land and grazing in the Poni region, one Lobi man was killed by the Fula group(24/5) and resulted in retaliation of the Lobi on the Fula. The incident sparked a series of violence that spread across the south of Sierra Leone and spanne",0,1622068204,BFA
8037709,854,BFO103,103,25-May-08,2008,1,Riots,Mob violence,Rioters (Burkina Faso),Fula Ethnic Group (Burkina Faso),5,Rioters (Burkina Faso),Lobi Ethnic Group (Burkina Faso),5,55,Western Africa,Burkina Faso,Sud-Ouest,Poni,Perigban,Poni,10.25,-3.4167,2,Le Pays,National,"In a dispute over land and grazing, one Lobi man was killed by the Fula group(24/5). The death sparked the Lobi to retaliate by setting the Fula campsite on fire (24/5). On 25/5, two Fula men were beaten to death and five Fula women killed. The incide",7,1622068204,BFA
8037710,854,BFO102,102,24-May-08,2008,1,Battles,Armed clash,Fula Ethnic Militia (Burkina Faso),,4,Lobi Ethnic Militia (Burkina Faso),,4,44,Western Africa,Burkina Faso,Sud-Ouest,Poni,Bouroum-Bouroum,Bouroum Bouroum,10.5333,-3.2333,1,Le Pays,National,"In a dispute over land and grazing in the Poni region, one Lobi man was killed by the Fula group(24/5) and resulted in retaliation of the Lobi on the Fula. The incident sparked a series of violence that spread across the south of Sierra Leone and spanne",1,1622068204,BFA
8038156,854,BFO90,90,1-Jul-06,2006,1,Battles,Armed clash,Burkinabe Communal Militia (Burkina Faso),,4,Unidentified Ethnic Militia (Mali),,4,44,Western Africa,Burkina Faso,Boucle du Mouhoun,Kossi,Djibasso,Djibasso,13.1221,-4.1563,1,All Africa,Regional,"Fighting broke out in the Djibasso region on the Burkina Faso-Mali border between Malian and Burkinabe farmers over scarce grazing land. During the clashes, 9 Burkinabe were killed and others injured.",9,1622068205,BFA
8038481,854,BFO80,80,30-Jun-04,2004,1,Battles,Armed clash,Fula Ethnic Militia (Burkina Faso),,4,Gourmantche Ethnic Militia (Burkina Faso),,4,44,Western Africa,Burkina Faso,Est,Komandjari,Bartiebougou,Gourma,12.9333,0.7333,1,WMRC Daily Analysis,International,Fula pastoralists and Gourmantche farmers fought each other in a conflict that left eight dead. Fighting erupted when four Fula men who were released from prison were accused of robbing a Gourmantche farmer. The farmers in turn attacked a Fula village.,8,1622068216,BFA
8038537,854,BFO78,78,18-Feb-04,2004,1,Battles,Armed clash,Police Forces of Burkina Faso (1987-2014),,1,Unidentified Armed Group (Burkina Faso),,3,13,Western Africa,Burkina Faso,Centre-Est,Kourittenga,Gounguen,Kourittenga,12,-0.1667,1,AFP,International,"Armed men attacked and killed two police officers and a farmer. The armed men were robbing residents in the area when the police were told of the attack. Violence in this area is sometimes initiated by people from Niger. In this case, it is unknown wh",2,1622068216,BFA
8038538,854,BFO79,79,18-Feb-04,2004,1,Violence against civilians,Attack,Unidentified Armed Group (Burkina Faso),,3,Civilians (Burkina Faso),,7,37,Western Africa,Burkina Faso,Centre-Est,Kourittenga,Gounguen,Kourittenga,12,-0.1667,1,AFP,International,"Armed men attacked and killed two police officers and a farmer. The armed men were robbing residents in the area when the police were told of the attack. Violence in this area is sometimes initiated by people from Niger. In this case, it is unknown wh",3,1622068216,BFA
8069003,854,BFO4753,4753,5-Jun-21,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Komandjari,Foutouri,Lougou,13.0202,0.9804,2,Undisclosed Source; Signal,Local partner-Other,"On 5 June 2021, presumed JNIM militants abducted two farmers in the village of Lougou-Mossi, near Lougou (Foutouri, Komandjari).",0,1623704956,BFA
8165968,854,BFO4794,4794,12-Jun-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),Gulmu Arise; ODJ: Democratic Youth Organization; MBDHP: Burkinabe Movement for Human and Peoples Rights,6,,,0,60,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,1,Wakat Sera; Actualite (Burkina Faso); Radio Omega; Savane FM; Sidwaya; Radio Liberte (Burkina Faso); AFP,New media-National,"On 12 June 2021, several thousand people including the civil society organizations Gulmu Arise, ODJ, and MBDHP demonstrated in the town of Dori (Dori, Seno). The demonstrators denounced growing insecurity and accused the authorities of negligence after a massacre in Solhan. [size=several thousand]",0,1624310472,BFA
8356853,854,BFO4850,4850,22-Jun-21,2021,1,Riots,Violent demonstration,Rioters (Burkina Faso),,5,,,0,50,Western Africa,Burkina Faso,Centre,Kadiogo,Saaba,Saaba,12.3769,-1.4208,1,Facebook,New media,"On 22 June 2021, a number of residents in the Kalsin quarter demonstrated in front of the town hall in town of Saaba (Saaba, Kadiogo) over a land dispute. The demonstrators vandalized tables with lists of contested plots of land. [size=no report]",0,1624924434,BFA
8357026,854,BFO4852,4852,23-Jun-21,2021,1,Battles,Armed clash,Unidentified Armed Group (Burkina Faso),,3,Private Security Forces (Burkina Faso),,8,38,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,1,Signal,New media,"On 23 June 2021, unknown gunmen assaulted and tied up two security guards and seized a vehicle at the office of a livestock breeder organization in the town of Dori (Dori, Seno). Two guards were wounded.",0,1624924435,BFA
8357101,854,BFO4839,4839,18-Jun-21,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Komandjari,Foutouri,Tankoualou,12.987,0.9529,2,Undisclosed Source,Local partner-Other,"On 18 June 2021, presumed JNIM militants abducted a male farmer in Kolanga, near Tankoualou (Foutouri, Komandjari).",0,1624924435,BFA
8366370,854,BFO4902,4902,29-Jun-21,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Est,Kompienga,Madjoari,Madjoari,11.4764,1.2508,1,Gulmu Info; Signal,New media-Subnational,"On 29 June 2021, presumed JNIM militants abducted two young male civilians in the village of Madjoari (Madjoari, Kompienga). The two abductees were released later the same day with a threat message warning villagers to cultivate their land.",0,1625510720,BFA
8366912,854,BFO4882,4882,2-Jun-21,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Pastoralists (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Komandjari,Foutouri,Tankoualou,12.987,0.9529,1,Undisclosed Source,Local partner-Other,"On 2 June 2021, presumed JNIM militants abducted a male pastoralist along with his herd in the village of Tankoualou (Foutouri, Komandjari).",0,1625510721,BFA
8376141,854,BFO4925,4925,3-Jul-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),CDP: Congress for Democracy and Progress,6,,,0,60,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,1,AIB (Burkina Faso),National,"On 3 July 2021, a number of people including the provincial SG of CDP party demonstrated in the town of Dori (Dori, Seno). The demonstrators marched in response to insecurity and calls by the opposition, and delivered a message to the high commissioner in the town. [size=no report]",0,1626118832,BFA
8385656,854,BFO4979,4979,10-Jul-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),Women (Burkina Faso),6,,,0,60,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,1,Facebook; Le Faso; Infowakat; Sidwaya,New media-National,"On 10 July 2021, a number of women demonstrated in the town of Dori (Dori, Seno). The demonstrators denounced insecurity. [size=no report]",0,1626727058,BFA
8386394,854,BFO5006,5006,16-Jul-21,2021,1,Violence against civilians,Attack,Military Forces of Burkina Faso (2015-),,1,Civilians (Burkina Faso),Farmers (Burkina Faso),7,17,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,2,Signal,New media,"On 16 July 2021, soldiers shot and killed a male farmer near the road between Dori (Dori, Seno) and Gorgadji (Gorgadji, Seno).",1,1626727060,BFA
8394376,854,BFO5028,5028,18-Jul-21,2021,1,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Sahel,Seno,Gorgadji,Lere,14.0921,-0.515,1,Signal; Facebook,New media,"On 18 July 2021, presumed ISWAP (Greater Sahara) militants killed a male farmer in the village of Lere (Gorgadji, Seno).",1,1627328512,BFA
8394378,854,BFO5034,5034,19-Jul-21,2021,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Pastoralists (Burkina Faso),7,27,Western Africa,Burkina Faso,Centre-Nord,Sanmatenga,Dablo,Dablo,13.7133,-1.1791,2,Signal; Facebook,New media,"On 19 July 2021, presumed JNIM militants killed a male civilian herding his animals near the village of Dablo (Dablo, Sanmatenga).",1,1627328512,BFA
8404041,854,BFO5067,5067,24-Jul-21,2021,1,Violence against civilians,Abduction/forced disappearance,Katiba Macina,JNIM: Group for Support of Islam and Muslims,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Nord,Yatenga,Thiou,Goussirite,13.8778,-2.5871,1,Undisclosed Source,Local partner-Other,"On 24 July 2021, presumed Katiba Macina (JNIM) militants abducted two male farmers in the village of Goussirite (Thiou, Yatenga). It is alleged that the militants abducted the men because their wives were not veiled.",0,1627934659,BFA
8404050,854,BFO5088,5088,28-Jul-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Nord,Yatenga,Ouahigouya,Ouahigouya,13.5828,-2.4216,1,Undisclosed Source,Local partner-Other,"On 28 July 2021, a number of residents staged a demonstration march in the town of Ouahigouya (Ouahigouya, Yatenga). The demonstrators denounced the slow processing of complaints about the allocation of land to applicants who had not benefited from the 2004 subdivision. The complaints were handed over to the 1st deputy mayor and his staff at Ouahigouya town hall. [size=no report]",0,1627934659,BFA
8404089,854,BFO5059,5059,26-Jun-21,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso); Health Workers (Burkina Faso),7,27,Western Africa,Burkina Faso,Sahel,Yagha,Solhan,Nyapsi,13.3855,0.235,1,UNHCR,Other,"On 26 June 2021, presumed JNIM militants abducted six people including five farmers and a communal health worker in the village of Nyapsi (Solhan, Yagha).",0,1627934659,BFA
8459881,854,BFO5098,5098,27-Aug-21,2021,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland; Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Matiakoali,12.3548,1.0328,2,Undisclosed Source,Local partner-Other,"On 27 August 2021, presumed JNIM militants killed a volunteer fighter (VDP) on his farmland (assumed unarmed) about 10km from Matiakoali (Matiacoali, Gourma).",1,1630980851,BFA
8460024,854,BFO5150,5150,1-Aug-21,2021,1,Battles,Armed clash,Ponga Communal Militia (Burkina Faso),Farmers (Burkina Faso),4,Dirze Communal Militia (Burkina Faso),Farmers (Burkina Faso),4,44,Western Africa,Burkina Faso,Centre-Sud,Zoundweogo,Gomboussougou,Dirze,11.4025,-0.6025,1,Undisclosed Source; L'Observateur Paalga,Local partner-Other,"On 1 August 2021, villagers from Ponga and Dirze clashed in Dirze (Gomboussougou, Zoundweogo). Ponga villagers destroyed Dirze farmland. At least ten people were wounded including seven severely and four arrested. The reason behind the clashes is a protracted land dispute.",0,1630983493,BFA
8460055,854,BFO5220,5220,9-Aug-21,2021,1,Riots,Violent demonstration,Rioters (Burkina Faso),,5,,,0,50,Western Africa,Burkina Faso,Centre,Kadiogo,Komsilga,Tengandogo,12.258,-1.5338,1,Le Faso; Wakat Sera; MinuteBf; Radio Omega,New media-National,"On 9 August 2021, about seventy people demonstrated and barricaded the main road in Tengandogo (Komsilga, Kadiogo). The demonstrators denounced court order summoning the inhabitants of 71 plots part of a land dispute to evacuate within eight days. [size=about 70]",0,1630983493,BFA
8460064,854,BFO5242,5242,19-Aug-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,Le Faso; Burkina24,National,"On 19 August 2021, a number of residents demonstrated in the Roumtenga quarter in the capital of Ouagadougou (Ouagadougou, Kadiogo). The demonstrators denounced the expropriation of land by real estate company and held a meeting with the press. [size=no report]",0,1630983493,BFA
8460074,854,BFO5273,5273,26-Aug-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Nord,Passore,Arbolle,Arbolle,12.795,-1.9778,1,AIB (Burkina Faso); Le Faso,National,"On 26 August 2021, a number of residents demonstrated in the village of Arbolle (Arbolle, Passore). The demonstrators demanded the suspension of a land distribution plan and accused the mayor of having sold land to a real estate company. [size=no report]",0,1630983493,BFA
8461494,854,BFO5132,5132,13-Apr-21,2021,1,Violence against civilians,Attack,Ponga Communal Militia (Burkina Faso),Farmers (Burkina Faso),4,Civilians (Burkina Faso),Farmers (Burkina Faso),7,47,Western Africa,Burkina Faso,Centre-Sud,Zoundweogo,Gomboussougou,Dirze,11.4025,-0.6025,1,L'Observateur Paalga,National,"On 13 April 2021, Ponga farmers assaulted and wounded several Dirze farmers in Dirze (Gomboussougou, Zoundweogo). Gendarmes were present during the incident. The reason behind the clashes is a protracted land dispute.",0,1630983497,BFA
8461539,854,BFO5153,5153,1-Aug-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre-Ouest,Boulkiemde,Bingo,Sa,12.3166,-1.85,1,Le Faso,National,"On 1 August 2021, a number of people staged a demonstration march in the village of Sa (Bingo, Boulkiemde). The demonstrators denounced that eight hectares of land had been given to a particular individual. The demonstrators also issued a statement to the mayor in Bingo Commune. [size=no report]",0,1630983497,BFA
8461540,854,BFO5194,5194,6-Aug-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Boucle du Mouhoun,Banwa,Kouka,Kouka,11.8982,-4.3379,1,Le Faso,National,"On 6 August 2021, a number of people demonstrated in the town of Kouka (Kouka, Banwa). The demonstrators denounced poor land management by the mayor and demanded more transparency. [size=no report]",0,1630983497,BFA
8461986,854,BFO5173,5173,5-Aug-21,2021,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Kompienga,Madjoari,Tambarga,11.4474,1.2186,2,Signal,New media,"On 5 August 2021, JNIM militants killed a farmer near the village of Tambarga (Madjoari, Kompienga).",1,1630983498,BFA
8462225,854,BFO5182,5182,2-Aug-21,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Piega,12.1167,0.8667,1,Undisclosed Source,Local partner-Other,"On 2 August 2021, presumed JNIM militants abducted two male farmers in the village of Piega (Matiacoali, Gourma). The two men were released on 3 August.",0,1630983498,BFA
8465383,854,BFO297,297,20-Aug-12,2012,1,Riots,Violent demonstration,Rioters (Burkina Faso),,5,Unidentified Armed Group (Burkina Faso),,3,35,Western Africa,Burkina Faso,Centre-Nord,Bam,Sabse,Boulmiougou,13.2667,-1.35,1,Le Pays,National,Rewsidents from the town of Boulmiougou were protesting over the illegal sale of land when they were attacked with tear gas. Four people were injured,0,1630985296,BFA
8465384,854,BFO298,298,21-Aug-12,2012,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre-Nord,Bam,Sabse,Boulmiougou,13.2667,-1.35,1,Le Pays,National,Residents of the town of Boulmiougou marched towards the city hall to demand explanations from the mayor on the illegal sale of land in their neighbouhood,0,1630985296,BFA
8532997,854,BFO5275,5275,10-Aug-21,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Komandjari,Gayeri,Tiargou,12.7624,0.6653,1,Undisclosed Source; Twitter,Local partner-Other,"On 10 August 2021, presumed JNIM militants abducted a male farmer in the village of Tiargou (Gayeri, Komandjari). The militants killed the man by execution and seized livestock in Tiargou on 22 August.",0,1631568157,BFA
8532998,854,BFO5276,5276,22-Aug-21,2021,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Komandjari,Gayeri,Tiargou,12.7624,0.6653,1,Undisclosed Source; Twitter,Local partner-Other,"On 22 August 2021, presumed JNIM militants militants killed a farmer abducted on 10 August by execution in the village of Tiargou (Gayeri, Komandjari) and seized livestock.",1,1631568157,BFA
8533012,854,BFO5298,5298,7-Sep-21,2021,1,Violence against civilians,Attack,Nando Communal Militia (Burkina Faso),Pastoralists (Burkina Faso),4,Civilians (Burkina Faso),Farmers (Burkina Faso),7,47,Western Africa,Burkina Faso,Est,Tapoa,Kantchari,Kantchari,12.4756,1.5116,1,Undisclosed Source; Gulmu Info; Sidwaya,Local partner-Other,"On 7 September 2021, armed villagers from Nando killed a farmer in the town of Kantchari (Kantchari, Tapoa). The Nando villagers were led by the father of a pastoralist youth who had been killed by the farmer in a dispute on 5 September in Boudieri.",1,1631568157,BFA
8533216,854,BFO5300,5300,7-Sep-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Sud-Ouest,Poni,Loropeni,Loropeni,10.2993,-3.5297,1,Bafuji Infos,Subnational,"On 7 September 2021, a number of people staged a demonstration march in the town of Loropeni (Loropeni, Poni). The demonstrators denounced poor management by the mayor including the handling of land disputes and treatment of town hall employees. The demonstrators demanded and succeeded in closing the town hall with keys handed over to the police. [size=no report]",0,1631568159,BFA
8564608,854,BFO5346,5346,4-Aug-21,2021,1,Violence against civilians,Attack,VDP: Volunteer for Defense of Homeland,,4,Civilians (Burkina Faso),Farmers (Burkina Faso),7,47,Western Africa,Burkina Faso,Sahel,Seno,Dori,Bambofa,14.0376,-0.3111,2,UNHCR; Facebook,Other-New media,"On 4 August 2021, volunteer fighters (VDP) assaulted farmers and destroyed farmland near the village of Bambofa (Dori, Seno).",0,1632770111,BFA
8564985,854,BFO5326,5326,14-Sep-21,2021,1,Riots,Violent demonstration,Rioters (Burkina Faso),,5,Police Forces of Burkina Faso (2015-),,1,15,Western Africa,Burkina Faso,Hauts-Bassins,Houet,Bama,Souroukoudougou,11.3312,-4.3381,1,L'Express du Faso,National,"On 14 September 2021, a number of residents demonstrated and barricaded the road with tree branches in the village of Souroukoudougou (Bama, Houet). The demonstrators denounced an ongoing land division project in the commune. Security forces intervened and fired tear gas to disperse the demonstrators. [size=no report]",0,1632770111,BFA
8565326,854,BFO5341,5341,31-Jul-21,2021,1,Violence against civilians,Attack,Military Forces of Burkina Faso (2015-),,1,Civilians (Burkina Faso),Farmers (Burkina Faso),7,17,Western Africa,Burkina Faso,Sahel,Yagha,Sebba,Sebba,13.4417,0.5264,2,UNHCR,Other,"On 31 July 2021, overnight soldiers on a patrol shot and wounded a farmer guarding his farmland in the village of Nagari, in Sector 2 in the town of Sebba (Sebba, Yagha).",0,1632770112,BFA
8574550,854,BFO3887,3887,12-Jul-20,2020,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Boulgou,12.5168,0.8178,2,Gulmu Info; UNHCR; Facebook,Other-New media,"On 12 July 2020, presumed JNIM militants reportedly killed 5 farmers in the village of Boulgou and in the nearby hamlet of Toabooli (Matiacoali, Gourma).",5,1633377346,BFA
8586083,854,BFO5425,5425,2-Oct-21,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Katiba Macina,JNIM: Group for Support of Islam and Muslims,2,Military Forces of Burkina Faso (2015-),,1,12,Western Africa,Burkina Faso,Cascades,Comoe,Tiefora,Boulo,10.3634,-4.5432,2,L'Observateur Paalga; Facebook; Undisclosed Source,Local partner-Other,"On 2 October 2021, an army vehicle struck an IED between Boulo (Tiefora, Comoe) and Koflande (Mangodara, Comoe). Two soldiers were lightly wounded by the explosive likely planted by Katiba Macina (JNIM) militants.",0,1633983689,BFA
8586762,854,BFO5420,5420,20-Sep-21,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Komandjari,Foutouri,Tankoualou,12.987,0.9529,2,Undisclosed Source,Local partner-Other,"On 20 September 2021, presumed JNIM militants abducted two male farmers between Tankoualou and Lougou (Foutouri, Komandjari).",0,1633983691,BFA
8586772,854,BFO5446,5446,6-Oct-21,2021,2,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Muslim Group (Burkina Faso); Teachers (Burkina Faso); Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Ougarou,12.158,0.931,2,Undisclosed Source,Local partner-Other,"Around 6 October 2021 (between 6 - 7 October), suspected JNIM militants killed a quranic teacher and a farmer on the road between Ougarou and Nassougou (Matiacoali, Gourma).",2,1633983691,BFA
8586790,854,BFO5432,5432,3-Oct-21,2021,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Komandjari,Foutouri,Bongori,12.7325,0.9973,1,Undisclosed Source,Local partner-Other,"On 3 October 2021, overnight presumed JNIM militants abducted a male farmer in the village of Bongori (Foutouri, Komandjari).",0,1633983691,BFA
8597022,854,BFO5478,5478,9-Oct-21,2021,1,Battles,Armed clash,Katiba Macina,JNIM: Group for Support of Islam and Muslims,2,Military Forces of Burkina Faso (2015-),,1,12,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,2,Facebook; Le Faso; MinuteBf; L'Observateur Paalga; Undisclosed Source,Local partner-Other,"On 9 October 2021, presumed Katiba Macina (JNIM) militants carried out a complex ambush by IED detonation and gunfire against a Burkinabe army convoy near Koflande (Mangodara, Comoe). Two soldiers were severely wounded and an army pickup damaged. The soldiers repelled the attack and routed the militants.",0,1634581156,BFA
8605262,854,BFO5573,5573,18-Oct-21,2021,1,Strategic developments,Change to group/activity,Katiba Macina,JNIM: Group for Support of Islam and Muslims,2,,,0,20,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,2,Undisclosed Source; Actualite (Burkina Faso),Local partner-Other,"Security measures: On 18 October 2021, presumed Katiba Macina (JNIM) militants held checkpoints, conducted identity checks, and prevented traffic access between Koflande and Linguekoro (Mangodara, Comoe). Vehicles moving in both directions on the Mangodara-Banfora road were forced to make U-turns.",0,1635193319,BFA
8606069,854,BFO5565,5565,17-Oct-21,2021,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Centre-Nord,Namentenga,Tougouri,Nare,13.2829,-0.6491,1,Undisclosed Source,Local partner-Other,"Property destruction: On 17 October 2021, presumed JNIM militants burned farmland in the village of Nare (Tougouri, Namentenga).",0,1635193321,BFA
8606080,854,BFO5560,5560,17-Oct-21,2021,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Centre-Nord,Sanmatenga,Pissila,Guibga,13.3395,-0.7277,1,Undisclosed Source,Local partner-Other,"Property destruction: On 17 October 2021, presumed JNIM militants burned farmland in the village of Guibga (Pissila, Sanmatenga).",0,1635193321,BFA
8611788,854,BFO5645,5645,23-Oct-21,2021,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,Radio Omega; Burkina24,National,"On 23 October 2021, several hundreds of people participated in a demonstration march organized by fifty civil society organizations in the capital of Ouagadougou (Ouagadougou, Kadiogo). The demonstrators denounced environmental pollution and the negative effects of climate change. [size=several hundreds]",0,1635798954,BFA
8612427,854,BFO5644,5644,23-Oct-21,2021,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Komandjari,Gayeri,Gayeri,12.648,0.493,2,Undisclosed Source,Local partner-Other,"On 23 October 2021, overnight suspected JNIM militants abducted and killed a male farmer near the town of Gayeri (Gayeri, Komandjari). His corpse was found on 25 October.",1,1635798956,BFA
8612439,854,BFO5624,5624,21-Oct-21,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2015-),,1,Katiba Macina,JNIM: Group for Support of Islam and Muslims,2,12,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,2,Undisclosed Source,Local partner-Other,"On 21 October 2021, the Burkinabe air force carried out airstrike against presumed Katiba Macina (JNIM) positions between Koflande and Linguekoro (Mangodara, Comoe). Casualties unknown.",0,1635798956,BFA
8612442,854,BFO5600,5600,15-Oct-21,2021,1,Battles,Armed clash,Unidentified Communal Militia (Burkina Faso),,4,Unidentified Communal Militia (Burkina Faso),,4,44,Western Africa,Burkina Faso,Cascades,Comoe,Beregadougou,Niankadougou,10.75,-4.7166,1,Undisclosed Source,Local partner-Other,"On 15 October 2021, two rival camps of indigenous and non-indigenous residents with machetes and batons clashed due to a land dispute in the village of Niankadougou (Beregadougou, Comoe). Three people were wounded.",0,1635798956,BFA
8628358,854,BFO5697,5697,31-Oct-21,2021,1,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Burkina Faso),Police Forces of Burkina Faso (2015-),7,27,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,2,Undisclosed Source; Le Faso; Sahel Security Alerts; Sidwaya; MinuteBf; AIB (Burkina Faso); Infowakat,Local partner-Other,"On 31 October 2021, suspected ISWAP (Greater Sahara) militants killed an off-duty customs officer near the town of Dori (Dori, Seno).",1,1636405421,BFA
8628359,854,BFO5698,5698,31-Oct-21,2021,2,Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Burkina Faso),Teachers (Burkina Faso),7,27,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,2,Sahel Security Alerts; Facebook; Sidwaya; AIB (Burkina Faso); Radio Omega,New media-National,"Around 31 October 2021 (between 30 October - 1 November), suspected ISWAP (Greater Sahara) militants killed a teacher between Dori (Dori, Seno) and Korizena (Gorom-Gorom, Oudalan).",1,1636405421,BFA
